,0,1,2,3
134,2,28767,"My experience with this headphone is not too good at all.1. Speaker quality is good and so on base, but after bluetooth connect, when I pause and play music, it had been creating distorted beep sounds and then play the music.2. Microphone quality of the headset that I got is too too bad. Other person cannot hear me properly during the phone call and they hear me as if I'm in a distorted sound place. Overall mic quality is very bad.3. Design is great, it feels classy on head.READ MORE",4
135,2,30681,The product is really a good product in this price range. I used it for last one week and i think it gives more than 8 hours battery backup. Its base is very good but overall sound is good. And if i talk about the design the look is excellent and the white & green combination product's look is really premium. One another good thing is it is foldable which makes you easy to carry. Overall the product is really a very good product in this price range.READ MORE,5
136,2,30944,Kk... First thing... Very good quality... Have been using it for abt a week... No issues so far and the sound quality is awesome more like I'm in theatres... Also the battery backup is good.. I have been using it for 12 to 13 hrs straight with no connectivity issues... But the only problem is that it is fits too tight and it hurts my hears due to prolong usage.... If possible I will give this a 4.5 rating... I recommend that u guys go for the black ones... Becoz the cloth like texture will h...READ MORE,4
137,2,32055,I love this product. Nd thank u so much for flipkart chip price i had to this Boat Rockerz 400 Bluetooth Headset nd bass ifect its Awsme nd Sound is also GoodREAD MORE,5
138,2,32305,The boat rockerz headset is really awsome ..... The sound quality the bas everything is all ri8..... Nd ur flipcart service is also awesome in amravati..... The guy who come with delivery is a very good guy.... He deliverd my delivery on time...READ MORE,4
139,2,32592,"I really like the sound and like the design, like the battery backup and it is a good product, no wastage of money.READ MORE",5
140,2,32635,1 Highly Ultra deep base sound feel like vibrations2 Good battery backup can standby upto 9 hours3 good sound quality4 Light weight like 120 grams for wearing5 Cool Design and easily foldable for carry outREAD MORE,4
141,2,32748,Nice product. And so cool and totally save desgin.. In this headphone sound quality is so perfect. And comfortable folded in box. Totally this Price compersion is much better than product.READ MORE,5
142,2,32918,Boat Rockerz 400 sound quality is  perfect bass is awesome battery life too good but u see there is a but . The desgin of the headset is not good its not comfortable once u start using for 1hour ur ear starts to sweat and u feel very uncomfortable because it locks ur ear very tightly if u loosen it it won't fit on ur ears it'll start slipping off overall good product in low cost but boat should have tought of the design first ....READ MORE,3
143,2,33065,Nice headphones with excellent sound quality. Easy to toggle. Comfortable as well. Worth the price I'd say.READ MORE,5
144,2,33697,Although best in market Worth every penny of INR 1099Never buyed so cool headphones Must buy one of the best selling products On FLIPKART And yes dont forgot about 2 free cables Plz like my reviewREAD MORE,5
145,2,33716,"Awesome!... using this headphone from last 5-6 months and it's worth for every penny! The only problem is ,you can't wear it for a very long use.. otherwise , it's best if you don't have to spend most of your time listening ...😍 I am loving it!READ MORE",4
146,2,33872,Good product in affordable price with smooth sound of music  ..Bass is moderate so that feel good to listen👍👍READ MORE,5
147,2,36099,"Good design, sound quality and battery backup. Pain free from in ear headphones. ConsRange is not good enough, hardly 6 feet, that also if you go behind a half wall it dropsCannot connect to multiple devices (laptop + phone) like othersREAD MORE",4
148,2,37834,"I am not sure if your feedbacks are valuable.The boat company reach them then only giving feedback makes sense.So it have great sound, not very much clear on calls but decent. Most important it has to be little softer with the grip on skull. It's too tight.READ MORE",4
149,2,38082,awesome bass sound quality very good battery long life and I have a purchase Rs.1099 only really grateful product don't forget to likeREAD MORE,5
150,2,42404,Hear lots of things about this but fact is that sound quality is really awesome and bass is excellent looks and design is perfect but yaar bass dil chu liya Pubg m v buht mast kaam kar raha hai Latency time is perfect few micro second that doesn't matter.But one thing when you play pubg then set volume moderate level otherwise due to high. Bass your ear get pain and headache too but sound quality lajawaabREAD MORE,5
151,2,42508,Just received today... So thank you for fast delivery...😊... First of all this is my second time purchase of this headphone... And in this range... This headphone is like a dream... 😊READ MORE,5
152,2,42810,Value for money Excellent sound quality ? But the mic isn't really good the other person will hear your voice at low pitch Although every thing is perfectly fineREAD MORE,4
153,2,45269,"This headaphone is amazing qualities as boat promise to give..!! I borrow this 2 days back and now i love to have this..!! Sound quality,Bass,Value for money, sound clearance, design nd battery power all were the best as compare to others brand🔥READ MORE",5
154,2,45493,It was amazing produt at this price  super sound quality and bass is also soooooo good it was 2 in 1 produce we can use bluetooth and wire supp productREAD MORE,5
155,2,46421,Go for it.... nice sound.. good clarity and fastest connection..READ MORE,4
